Subject	TrialLearn	TrialTest	Condition	Correct	SRPE	RTlearn	RTrecog	RTcertain	Hit	Certainty	LearnChosenInOptions	TestChosenInOptions	TestChosenAltOption	TestChosenNoOption	Rechosen
20	38	39	1	1	0	2558	7934	138	0	1	1	0	0	1	0
20	23	26	2	0	-0.5	3102	2526	187	1	4	1	1	0	0	0
20	4	4	2	1	0.5	2960	3573	739	1	2	1	1	0	0	1
20	7	6	2	0	-0.5	3421	6567	2426	0	1	1	1	1	0	1
20	12	15	2	0	-0.5	5544	3514	433	1	4	1	1	0	0	0
20	8	7	2	0	-0.5	3417	11903	2119	0	1	1	1	1	0	1
20	31	32	1	1	0	1370	6089	117	1	3	1	1	0	0	1
20	34	31	4	1	0.75	3209	5067	125	1	1	1	1	0	0	1
20	43	49	4	0	-0.25	1324	2529	171	1	4	1	1	0	0	0
20	16	19	4	0	-0.25	6896	4673	168	1	1	1	1	0	0	0
20	51	52	2	0	-0.5	2277	12530	179	1	1	1	1	0	0	0
20	9	2	1	1	0	2198	2370	1365	1	3	1	1	0	0	1
20	18	17	4	0	-0.25	5402	2042	592	1	4	1	1	0	0	0
20	45	44	4	1	0.75	2452	1935	309	1	4	1	1	0	0	1
20	10	3	1	1	0	1935	6624	804	0	2	1	0	0	1	0
20	55	54	1	1	0	1392	3504	224	0	1	1	0	0	1	0
20	2	8	4	0	-0.25	3666	4057	1491	1	3	1	1	0	0	0
20	22	23	1	1	0	2065	3637	105	0	1	1	0	0	1	0
20	56	51	2	0	-0.5	3367	11643	171	0	1	1	0	0	1	0
20	14	13	2	0	-0.5	5521	9948	649	1	1	1	1	0	0	0
20	20	12	1	1	0	2142	2884	1282	1	3	1	1	0	0	1
20	3	10	2	1	0.5	3459	1556	1106	1	4	1	1	0	0	1
20	25	28	1	1	0	2331	3573	91	0	1	1	0	0	1	0
20	21	24	4	0	-0.25	10579	2959	188	1	4	1	1	0	0	0
20	33	35	2	1	0.5	4047	3844	235	1	2	1	1	0	0	1
20	39	33	1	1	0	1976	2157	97	1	3	1	1	0	0	1
20	28	22	4	0	-0.25	10454	13222	140	0	1	1	1	1	0	1
20	5	1	1	1	0	2518	3834	1610	1	3	1	1	0	0	1
20	59	53	2	0	-0.5	1919	8370	151	0	4	1	0	0	1	0
20	6	9	2	1	0.5	2595	8124	340	1	1	1	1	0	0	1
20	26	27	4	0	-0.25	2011	4414	106	1	1	1	1	0	0	0
20	32	40	2	1	0.5	2952	7804	80	0	1	1	0	0	1	0
20	60	59	2	1	0.5	1715	3468	261	1	3	1	1	0	0	1
20	37	37	4	0	-0.25	1273	3027	155	1	4	1	1	0	0	0
20	1	5	2	0	-0.5	3843	4990	1953	1	2	1	1	0	0	0
20	41	41	4	0	-0.25	4677	4215	175	0	1	1	1	1	0	1
20	46	42	4	0	-0.25	1072	10620	166	0	1	1	1	1	0	0
20	15	14	4	0	-0.25	4141	4804	1878	1	1	1	1	0	0	0
20	52	56	1	1	0	2795	2273	843	1	4	1	1	0	0	1
20	19	20	4	1	0.75	6606	1964	157	1	4	1	1	0	0	1
20	49	47	1	1	0	910	6631	119	1	2	1	1	0	0	1
20	36	38	1	1	0	1910	5329	168	1	3	1	1	0	0	1
20	35	34	4	0	-0.25	2986	3818	145	1	2	1	1	0	0	0
20	13	18	4	1	0.75	4341	2384	174	1	4	1	1	0	0	1
20	58	60	2	0	-0.5	4175	4129	179	1	4	1	1	0	0	0
20	11	16	1	1	0	1836	10487	127	0	1	1	0	0	1	0
20	53	58	1	1	0	1925	11078	219	0	1	1	0	0	1	0
20	42	48	1	1	0	1970	3310	1141	1	2	1	1	0	0	1
20	40	36	2	1	0.5	2746	3202	122	1	3	1	1	0	0	1
20	24	21	4	1	0.75	6568	1831	259	1	4	1	1	0	0	1
20	54	57	1	1	0	1569	6233	186	0	1	1	0	0	1	0
20	17	11	2	1	0.5	3523	5186	1658	1	2	1	1	0	0	1
21	3	9	4	1	0.75	10298	8330	772	0	2	1	1	1	0	0
21	29	29	2	1	0.5	2371	4338	1117	1	2	1	1	0	0	1
21	12	11	4	0	-0.25	10067	10848	675	1	2	1	1	0	0	0
21	56	53	1	1	0	2403	7484	863	1	3	1	1	0	0	1
21	26	22	2	1	0.5	6414	14629	907	0	3	1	0	0	1	0
21	20	20	4	0	-0.25	7512	8505	872	0	2	1	1	1	0	1
21	13	15	2	0	-0.5	5708	8324	678	1	3	1	1	0	0	0
21	2	5	1	1	0	5678	14679	1150	0	1	1	0	0	1	0
21	5	8	1	1	0	3259	5221	3021	0	3	1	0	0	1	0
21	14	12	1	1	0	3552	3527	845	1	4	1	1	0	0	1
21	54	60	1	1	0	2723	5397	725	0	3	1	0	0	1	0
21	40	32	4	1	0.75	6524	4018	2024	1	3	1	1	0	0	1
21	25	28	1	1	0	5455	3965	1566	0	3	1	0	0	1	0
21	55	57	2	0	-0.5	5556	5717	620	1	2	1	1	0	0	0
21	31	34	4	0	-0.25	14312	6094	1328	0	3	1	1	1	0	0
21	11	13	2	1	0.5	4655	15689	772	1	2	1	1	0	0	1
21	36	40	2	1	0.5	6798	5268	383	1	2	1	1	0	0	1
21	53	55	2	1	0.5	3847	4547	1391	0	2	1	1	1	0	0
21	28	26	2	0	-0.5	6610	3274	1031	1	3	1	1	0	0	0
21	19	17	4	0	-0.25	10110	5278	1455	1	3	1	1	0	0	0
21	46	45	2	0	-0.5	2466	5454	1095	1	3	1	1	0	0	0
21	57	54	1	1	0	1627	6349	1122	1	2	1	1	0	0	1
21	10	2	4	0	-0.25	14224	10677	1303	1	4	1	1	0	0	0
21	21	30	2	0	-0.5	4408	2698	2726	0	4	1	1	1	0	1
21	6	7	4	0	-0.25	5746	6570	1670	1	3	1	1	0	0	0
21	17	16	1	1	0	2496	5428	524	1	3	1	1	0	0	1
21	44	44	1	1	0	4535	4408	1760	0	3	1	0	0	1	0
21	33	37	2	0	-0.5	2107	5843	1382	1	4	1	1	0	0	0
21	7	6	4	0	-0.25	1677	4713	1754	0	2	1	1	1	0	1
21	22	27	2	1	0.5	3158	4628	534	0	4	1	1	1	0	0
21	30	25	1	1	0	1810	6192	932	0	2	1	0	0	1	0
21	35	36	2	1	0.5	2880	9548	301	0	3	1	0	0	1	0
21	49	50	2	0	-0.5	3833	7036	247	1	2	1	1	0	0	0
21	23	23	1	1	0	1802	3892	884	0	2	1	0	0	1	0
21	4	3	4	0	-0.25	6863	4792	1521	1	4	1	1	0	0	0
21	39	35	2	0	-0.5	4888	5701	645	0	2	1	1	1	0	1
21	32	31	4	0	-0.25	5321	8114	715	0	2	1	1	1	0	1
21	48	49	4	1	0.75	764	3580	1733	0	2	1	1	1	0	0
21	18	14	4	0	-0.25	4956	7060	604	1	3	1	1	0	0	0
21	37	33	2	0	-0.5	8607	16196	1774	0	3	1	0	0	1	0
21	60	59	4	1	0.75	4002	9626	833	0	2	1	1	1	0	0
21	15	18	4	0	-0.25	11727	16144	910	0	2	1	1	1	0	0
21	41	47	4	0	-0.25	4100	6976	700	0	4	1	1	1	0	1
21	34	39	1	1	0	2045	3078	808	0	4	1	0	0	1	0
21	38	38	1	1	0	2188	7671	1203	0	2	1	0	0	1	0
21	27	24	1	1	0	6569	5522	1677	0	3	1	0	0	1	0
21	58	52	1	1	0	1520	6615	476	0	3	1	0	0	1	0
21	9	10	1	1	0	4891	6946	777	0	2	1	0	0	1	0
21	24	21	1	1	0	2624	8147	707	0	2	1	0	0	1	0
21	51	51	1	1	0	2471	5284	1454	1	3	1	1	0	0	1
21	1	1	4	0	-0.25	9152	11916	3590	0	3	1	1	1	0	0
21	42	48	1	1	0	2715	5263	1941	0	3	1	0	0	1	0
21	43	46	4	0	-0.25	3050	8721	2650	0	3	1	1	1	0	1
21	50	43	2	1	0.5	4384	6656	735	0	2	1	1	1	0	0
21	59	58	2	0	-0.5	4281	6155	1482	0	3	1	1	1	0	1
21	52	56	4	0	-0.25	3600	6464	881	0	2	1	1	1	0	1
21	47	42	2	1	0.5	4440	6485	523	0	3	1	0	0	1	0
21	8	4	1	1	0	2455	12647	1191	0	2	1	0	0	1	0
21	16	19	4	1	0.75	1237	10315	952	0	2	1	1	1	0	0
21	45	41	2	1	0.5	9154	5051	955	1	3	1	1	0	0	1
22	3	5	1	1	0	939	2862	3092	0	2	1	0	0	1	0
22	51	51	1	1	0	997	7507	665	0	2	1	0	0	1	0
22	59	57	1	1	0	770	2487	548	0	3	1	0	0	1	0
22	33	36	2	0	-0.5	2166	3321	1743	1	3	1	1	0	0	0
22	53	54	1	1	0	875	4385	798	0	2	1	0	0	1	0
22	57	55	2	0	-0.5	3083	3783	1812	0	2	1	1	1	0	1
22	20	11	1	1	0	516	2491	1251	1	4	1	1	0	0	1
22	43	42	2	0	-0.5	2532	2920	632	1	4	1	1	0	0	0
22	7	8	1	1	0	757	15064	1482	0	2	1	0	0	1	0
22	15	12	1	1	0	906	3347	894	1	4	1	1	0	0	1
22	30	28	2	1	0.5	3533	4006	1335	1	3	1	1	0	0	1
22	22	29	2	1	0.5	3146	3286	1229	0	3	1	0	0	1	0
22	42	41	4	0	-0.25	2453	7184	812	1	2	1	1	0	0	0
22	47	43	4	1	0.75	712	2232	739	1	3	1	1	0	0	1
22	13	19	1	1	0	711	15059	966	0	1	1	0	0	1	0
22	28	21	4	1	0.75	1193	3268	2382	1	3	1	1	0	0	1
22	4	4	1	1	0	1487	3321	1566	1	1	1	1	0	0	1
22	19	13	1	1	0	637	14118	1157	0	2	1	0	0	1	0
22	40	33	4	0	-0.25	6233	4543	660	1	4	1	1	0	0	0
22	35	32	4	0	-0.25	4240	1848	730	1	4	1	1	0	0	0
22	29	23	2	0	-0.5	2630	6213	2957	1	3	1	1	0	0	0
22	1	7	4	0	-0.25	2226	3193	1031	1	4	1	1	0	0	0
22	26	25	1	1	0	430	10135	997	0	1	1	0	0	1	0
22	27	24	1	1	0	653	3269	1627	0	3	1	0	0	1	0
22	12	16	4	0	-0.25	1473	9143	1310	1	2	1	1	0	0	0
22	38	38	1	1	0	1103	4514	1486	0	2	1	0	0	1	0
22	21	22	1	1	0	617	3156	749	1	4	1	1	0	0	1
22	56	60	2	1	0.5	1962	4800	863	0	2	1	0	0	1	0
22	2	2	4	0	-0.25	1051	3518	5816	0	3	1	1	1	0	1
22	8	10	4	0	-0.25	2440	3685	2342	1	4	1	1	0	0	0
22	58	53	2	0	-0.5	617	11725	1461	1	2	1	1	0	0	0
22	36	37	2	1	0.5	2656	5116	722	0	3	1	0	0	1	0
22	52	52	2	0	-0.5	3743	3602	653	1	3	1	1	0	0	0
22	14	15	4	0	-0.25	2392	12342	2111	0	2	1	1	1	0	1
22	48	44	1	1	0	733	2748	582	0	3	1	0	0	1	0
22	60	56	4	0	-0.25	3523	1579	653	1	4	1	1	0	0	0
22	16	20	2	1	0.5	1376	2632	1576	1	3	1	1	0	0	1
22	32	39	1	1	0	963	3893	1027	0	2	1	0	0	1	0
22	17	14	2	1	0.5	2445	17047	1287	0	2	1	0	0	1	0
22	25	30	4	0	-0.25	3235	5633	885	0	1	1	1	1	0	0
22	23	27	2	1	0.5	1499	8567	2012	0	2	1	0	0	1	0
22	49	50	4	1	0.75	6917	8379	498	1	1	1	1	0	0	1
22	46	45	4	1	0.75	3983	6482	703	0	1	1	1	1	0	0
22	34	35	4	0	-0.25	940	10785	1287	0	2	1	1	1	0	0
22	50	49	2	1	0.5	985	2678	1097	1	3	1	1	0	0	1
22	41	46	4	0	-0.25	4069	11727	775	0	2	1	1	1	0	1
22	5	1	2	1	0.5	2531	10630	4013	0	2	1	1	1	0	0
22	44	47	2	0	-0.5	2302	6209	510	1	2	1	1	0	0	0
22	24	26	4	0	-0.25	6469	1734	646	1	4	1	1	0	0	0
22	18	18	4	1	0.75	2602	4091	2788	1	3	1	1	0	0	1
22	55	59	1	1	0	416	1519	474	1	4	1	1	0	0	1
22	54	58	2	0	-0.5	5064	4865	1348	0	2	1	1	1	0	1
22	39	34	1	1	0	796	3480	954	0	4	1	0	0	1	0
22	11	17	2	0	-0.5	2337	6839	2246	1	1	1	1	0	0	0
22	6	3	1	1	0	1082	8017	874	0	1	1	0	0	1	0
22	10	6	2	1	0.5	3361	10647	689	1	1	1	1	0	0	1
22	31	40	4	0	-0.25	3942	8131	486	1	2	1	1	0	0	0
22	37	31	1	1	0	813	15421	1178	0	1	1	0	0	1	0
22	45	48	4	0	-0.25	2705	3649	653	0	2	1	1	1	0	0
22	9	9	2	0	-0.5	2433	1758	913	1	4	1	1	0	0	0
23	10	10	4	0	-0.25	4093	3893	700	1	3	1	1	0	0	0
23	25	26	1	1	0	2912	3979	769	0	1	1	0	0	1	0
23	11	14	1	1	0	1493	4133	743	1	3	1	1	0	0	1
23	33	32	1	1	0	2225	4642	442	0	2	1	0	0	1	0
23	36	31	4	0	-0.25	6982	8251	1016	1	4	1	1	0	0	0
23	58	53	2	0	-0.5	1595	4519	1223	0	1	1	0	0	1	0
23	21	27	4	0	-0.25	5695	15211	541	1	3	1	1	0	0	0
23	44	42	2	0	-0.5	3141	5625	768	1	3	1	1	0	0	0
23	7	1	4	1	0.75	10971	8025	3153	0	2	1	1	1	0	0
23	53	60	1	1	0	1764	3895	399	1	4	1	1	0	0	1
23	40	40	2	0	-0.5	7732	11337	941	1	2	1	1	0	0	0
23	49	41	2	1	0.5	1307	5180	1036	1	2	1	1	0	0	1
23	1	6	4	0	-0.25	8064	7953	1241	0	1	1	1	1	0	0
23	34	33	1	1	0	2483	6462	389	0	2	1	0	0	1	0
23	23	28	1	1	0	2237	8143	737	0	1	1	0	0	1	0
23	47	50	1	1	0	1803	7547	806	1	2	1	1	0	0	1
23	18	19	2	0	-0.5	2235	9138	671	0	3	1	0	0	1	0
23	54	56	2	1	0.5	2428	7719	1015	0	2	1	1	1	0	0
23	27	30	4	0	-0.25	2005	3512	1002	0	2	1	1	1	0	1
23	51	52	2	1	0.5	4196	9007	979	1	1	1	1	0	0	1
23	46	49	4	0	-0.25	4639	4983	388	1	3	1	1	0	0	0
23	43	46	1	1	0	1895	5781	1052	0	2	1	0	0	1	0
23	13	20	2	0	-0.5	7634	5083	575	1	3	1	1	0	0	0
23	55	54	4	1	0.75	3931	2365	1217	1	3	1	1	0	0	1
23	32	39	4	0	-0.25	4084	2576	739	1	3	1	1	0	0	0
23	60	51	4	1	0.75	2701	3662	905	1	2	1	1	0	0	1
23	9	7	1	1	0	1255	3868	1058	1	2	1	1	0	0	1
23	35	35	4	0	-0.25	3553	6371	447	1	2	1	1	0	0	0
23	3	9	4	0	-0.25	6594	7236	1030	0	2	1	1	1	0	0
23	37	38	1	1	0	1124	1822	338	1	4	1	1	0	0	1
23	15	11	2	0	-0.5	2878	5254	1041	0	1	1	1	1	0	1
23	12	16	2	0	-0.5	5407	4685	429	1	1	1	1	0	0	0
23	6	8	2	0	-0.5	4547	3576	694	0	2	1	1	1	0	1
23	4	5	4	0	-0.25	5396	2639	2374	1	4	1	1	0	0	0
23	41	45	2	1	0.5	904	2586	509	1	4	1	1	0	0	1
23	30	23	1	1	0	2465	2297	399	1	4	1	1	0	0	1
23	5	3	4	0	-0.25	1756	7271	475	0	2	1	1	1	0	1
23	22	25	1	1	0	1260	2866	588	1	2	1	1	0	0	1
23	8	2	1	1	0	1960	3498	848	1	3	1	1	0	0	1
23	28	21	1	1	0	2590	6376	1199	1	2	1	1	0	0	1
23	16	17	2	1	0.5	3568	2309	1487	1	2	1	1	0	0	1
23	14	12	1	1	0	2063	4030	1027	1	3	1	1	0	0	1
23	19	13	1	1	0	1465	3062	527	1	3	1	1	0	0	1
23	59	58	1	1	0	1322	8109	621	1	2	1	1	0	0	1
23	39	34	2	1	0.5	2825	9760	934	1	3	1	1	0	0	1
23	2	4	4	1	0.75	4637	4539	2986	1	2	1	1	0	0	1
23	57	57	4	0	-0.25	1502	4781	1167	1	3	1	1	0	0	0
23	56	55	2	0	-0.5	8371	21456	2667	1	2	1	1	0	0	0
23	45	48	2	1	0.5	6429	7490	526	1	2	1	1	0	0	1
23	24	29	1	1	0	1194	1702	715	1	3	1	1	0	0	1
23	48	43	1	1	0	3069	4434	306	0	1	1	0	0	1	0
23	26	22	4	0	-0.25	3659	18790	1247	1	2	1	1	0	0	0
23	42	47	4	0	-0.25	758	5047	1044	0	3	1	1	1	0	1
23	38	36	2	0	-0.5	1603	6367	1154	1	3	1	1	0	0	0
23	17	15	4	1	0.75	4233	2631	684	1	3	1	1	0	0	1
23	29	24	2	1	0.5	2974	3015	714	1	2	1	1	0	0	1
23	31	37	4	0	-0.25	2940	5636	1058	1	4	1	1	0	0	0
23	52	59	2	1	0.5	1728	5069	301	1	4	1	1	0	0	1
23	20	18	1	1	0	2327	6615	376	0	1	1	0	0	1	0
23	50	44	2	1	0.5	1315	7284	1861	1	4	1	1	0	0	1
24	26	23	2	1	0.5	2396	13746	1107	1	1	1	1	0	0	1
24	53	57	2	1	0.5	6519	12208	1395	1	2	1	1	0	0	1
24	3	2	1	1	0	2525	22662	1290	1	1	1	1	0	0	1
24	31	32	4	1	0.75	1549	10300	787	1	2	1	1	0	0	1
24	60	55	2	1	0.5	1776	10530	1168	1	1	1	1	0	0	1
24	28	30	4	0	-0.25	6731	8173	695	1	2	1	1	0	0	0
24	35	35	2	0	-0.5	2640	2741	578	1	4	1	1	0	0	0
24	1	8	2	0	-0.5	1708	23789	705	1	1	1	1	0	0	0
24	11	19	4	0	-0.25	1288	10777	835	0	2	1	1	1	0	0
24	14	15	1	1	0	1852	9221	574	1	1	1	1	0	0	1
24	57	54	4	1	0.75	4404	13184	1288	1	2	1	1	0	0	1
24	29	22	2	0	-0.5	4643	3581	1483	0	3	1	0	0	1	0
24	30	21	1	1	0	2524	4733	2488	0	3	1	0	0	1	0
24	22	29	1	1	0	1092	8805	933	1	2	1	1	0	0	1
24	49	42	4	0	-0.25	2286	3175	609	1	4	1	1	0	0	0
24	38	36	1	1	0	1066	21151	372	0	1	1	0	0	1	0
24	27	25	4	0	-0.25	1155	15408	1616	0	1	1	1	1	0	1
24	51	51	2	0	-0.5	4458	9983	1293	0	1	1	0	0	1	0
24	36	34	4	0	-0.25	1270	5580	1053	0	2	1	1	1	0	1
24	9	1	2	0	-0.5	5252	12533	2284	1	1	1	1	0	0	0
24	45	46	4	0	-0.25	1084	12392	1427	0	2	1	1	1	0	1
24	39	40	2	0	-0.5	3057	6185	755	0	1	1	1	1	0	1
24	37	33	1	1	0	1115	6784	727	0	1	1	0	0	1	0
24	4	5	1	1	0	1935	10363	987	1	1	1	1	0	0	1
24	48	41	1	1	0	1740	3527	1263	0	2	1	0	0	1	0
24	40	38	1	1	0	1401	6442	721	0	2	1	0	0	1	0
24	25	27	4	1	0.75	3876	14769	1067	0	2	1	1	1	0	0
24	41	50	2	1	0.5	3469	5741	745	1	2	1	1	0	0	1
24	7	3	4	0	-0.25	1827	17661	1313	0	1	1	1	1	0	1
24	33	31	1	1	0	1272	4919	734	1	4	1	1	0	0	1
24	6	7	1	1	0	1340	11366	1023	0	1	1	0	0	1	0
24	12	20	1	1	0	1728	3139	3395	1	4	1	1	0	0	1
24	50	48	2	1	0.5	1744	9720	1017	0	2	0	1	1	0	0
24	54	56	1	1	0	1796	14843	799	1	1	1	1	0	0	1
24	59	53	2	1	0.5	2353	4695	1061	1	2	1	1	0	0	1
24	2	9	4	0	-0.25	4690	9340	740	1	2	1	1	0	0	0
24	20	18	4	0	-0.25	860	11803	949	1	2	1	1	0	0	0
24	18	16	2	1	0.5	3009	10197	438	0	1	1	0	0	1	0
24	23	28	4	1	0.75	3018	5660	652	1	4	1	1	0	0	1
24	19	12	1	1	0	1634	14959	719	1	1	1	1	0	0	1
24	32	39	2	1	0.5	2291	10513	1335	1	2	1	1	0	0	1
24	52	60	4	0	-0.25	7090	9812	896	1	2	1	1	0	0	0
24	10	4	2	1	0.5	2690	19697	819	1	1	1	1	0	0	1
24	21	24	4	1	0.75	1265	11053	602	0	1	1	1	1	0	0
24	42	47	2	0	-0.5	1974	4537	772	1	1	1	1	0	0	0
24	16	11	1	1	0	1364	8984	1315	1	2	1	1	0	0	1
24	46	45	2	1	0.5	3407	2957	603	0	4	1	0	0	1	0
24	34	37	4	0	-0.25	5622	2780	943	1	2	1	1	0	0	0
24	5	6	2	0	-0.5	4871	24200	3028	1	2	1	1	0	0	0
24	15	14	4	0	-0.25	5729	12586	641	0	1	1	1	1	0	0
24	47	44	4	0	-0.25	834	4589	783	1	4	1	1	0	0	0
24	55	52	1	1	0	1084	7125	916	1	1	1	1	0	0	1
24	44	43	1	1	0	1146	9852	753	1	2	1	1	0	0	1
24	24	26	2	0	-0.5	1535	6725	1243	0	2	1	1	1	0	1
24	43	49	4	0	-0.25	6502	7068	1359	1	3	1	1	0	0	0
24	8	10	1	1	0	1228	11900	683	0	1	1	0	0	1	0
24	17	13	4	0	-0.25	2167	17645	432	0	1	1	1	1	0	0
24	58	59	1	1	0	1249	5696	715	0	2	1	0	0	1	0
24	13	17	2	0	-0.5	2740	7153	577	1	1	1	1	0	0	0
24	56	58	1	1	0	1561	6406	758	0	3	1	0	0	1	0
25	25	27	2	1	0.5	2380	2230	689	0	1	1	0	0	1	0
25	31	33	2	0	-0.5	2656	6444	602	0	1	1	0	0	1	0
25	45	50	4	0	-0.25	2012	4374	366	0	1	1	1	1	0	0
25	46	48	1	1	0	1311	8007	582	0	1	1	0	0	1	0
25	10	10	4	0	-0.25	1001	7056	1276	0	1	1	1	1	0	1
25	22	28	1	1	0	924	7011	693	0	1	1	0	0	1	0
25	2	8	2	1	0.5	2583	4817	1111	1	2	1	1	0	0	1
25	17	19	4	0	-0.25	1087	8570	809	0	1	1	1	1	0	0
25	28	24	1	1	0	913	17857	1518	1	1	1	1	0	0	1
25	18	20	4	0	-0.25	1288	4169	1072	0	2	1	1	1	0	0
25	44	47	4	0	-0.25	1342	4122	507	0	1	1	1	1	0	1
25	1	3	4	1	0.75	5562	2371	2861	1	4	1	1	0	0	1
25	29	25	1	1	0	1442	5630	738	0	1	1	0	0	1	0
25	49	44	1	1	0	1159	8286	425	0	1	1	0	0	1	0
25	30	22	4	1	0.75	3126	6109	838	0	2	1	1	1	0	0
25	4	1	2	1	0.5	3132	8906	2450	1	2	1	1	0	0	1
25	15	12	2	0	-0.5	2151	9861	1156	0	1	1	1	1	0	1
25	52	55	1	1	0	1211	4665	482	0	1	1	0	0	1	0
25	50	46	1	1	0	1325	5235	746	0	1	1	0	0	1	0
25	57	51	1	1	0	1898	3970	464	0	1	1	0	0	1	0
25	20	18	1	1	0	1160	11035	1194	0	2	1	0	0	1	0
25	43	49	2	1	0.5	1764	17739	438	0	1	1	1	1	0	0
25	26	26	4	1	0.75	1563	3688	843	0	1	1	1	1	0	0
25	35	38	2	1	0.5	2334	12970	627	0	1	1	1	1	0	0
25	59	56	2	0	-0.5	1382	6552	691	1	1	1	1	0	0	0
25	58	52	2	0	-0.5	3949	4728	428	1	1	1	1	0	0	0
25	36	32	1	1	0	1145	6989	629	0	1	1	0	0	1	0
25	6	2	2	1	0.5	1957	6850	1324	0	3	1	1	1	0	0
25	5	5	2	0	-0.5	1182	7111	1222	1	4	1	1	0	0	0
25	41	43	2	1	0.5	2620	7394	482	1	1	1	1	0	0	1
25	55	58	4	0	-0.25	1218	3875	542	0	1	1	1	1	0	1
25	53	53	1	1	0	2107	26462	503	1	1	1	1	0	0	1
25	39	35	4	0	-0.25	2545	6325	455	0	1	1	1	1	0	0
25	34	37	4	0	-0.25	1497	4121	684	0	1	1	1	1	0	0
25	32	31	1	1	0	1356	4923	664	1	1	1	1	0	0	1
25	60	54	1	1	0	1215	4297	451	0	1	1	0	0	1	0
25	14	13	2	0	-0.5	2248	4921	826	0	1	1	0	0	1	0
25	7	6	2	1	0.5	2493	5361	1339	0	2	1	1	1	0	0
25	38	39	1	1	0	1552	6734	734	1	1	1	1	0	0	1
25	11	14	2	0	-0.5	2553	9578	793	1	1	1	1	0	0	0
25	42	45	4	0	-0.25	1429	6635	503	0	1	1	1	1	0	0
25	56	57	4	0	-0.25	1649	5717	638	0	1	1	1	1	0	0
25	8	4	4	1	0.75	1092	4339	1191	1	3	1	1	0	0	1
25	19	16	2	0	-0.5	1230	6790	639	0	1	1	0	0	1	0
25	9	9	4	0	-0.25	1018	6590	1497	0	2	1	1	1	0	1
25	21	23	4	0	-0.25	1086	7653	694	0	2	1	1	1	0	0
25	54	60	2	0	-0.5	2105	5875	939	0	1	1	0	0	1	0
25	23	30	4	0	-0.25	1992	17541	699	0	1	1	1	1	0	0
25	37	34	2	1	0.5	1849	7397	629	0	1	1	0	0	1	0
25	48	41	1	1	0	852	7973	446	1	1	1	1	0	0	1
25	12	11	4	1	0.75	3542	4772	984	1	1	1	1	0	0	1
25	24	21	2	1	0.5	3136	4612	928	0	2	1	0	0	1	0
25	47	42	1	1	0	1108	4753	433	1	1	1	1	0	0	1
25	13	15	1	1	0	1156	3287	1762	1	1	1	1	0	0	1
25	33	36	1	1	0	1229	6961	720	1	1	1	1	0	0	1
25	3	7	1	1	0	1477	6714	2202	1	1	1	1	0	0	1
25	27	29	2	0	-0.5	4965	4411	806	1	1	1	1	0	0	0
25	40	40	1	1	0	2063	9927	561	1	1	1	1	0	0	1
25	51	59	4	0	-0.25	5261	11451	716	0	1	1	1	1	0	0
25	16	17	4	0	-0.25	2023	13377	1444	1	2	1	1	0	0	0
26	50	41	2	0	-0.5	7448	13759	1321	1	3	1	1	0	0	0
26	23	29	1	1	0	1233	10204	593	1	4	1	1	0	0	1
26	32	32	2	1	0.5	8020	10463	891	1	2	1	1	0	0	1
26	37	39	2	1	0.5	5377	10283	1180	1	3	1	1	0	0	1
26	4	1	1	1	0	1595	3668	2767	1	4	1	1	0	0	1
26	16	11	4	0	-0.25	3329	11361	523	0	2	1	1	1	0	1
26	13	18	1	1	0	2578	24654	677	1	1	1	1	0	0	1
26	47	48	1	1	0	3895	5183	545	1	4	1	1	0	0	1
26	25	24	1	1	0	1049	2813	668	1	4	1	1	0	0	1
26	56	54	4	0	-0.25	996	4701	1029	0	1	1	1	1	0	1
26	60	53	4	1	0.75	22327	15826	586	1	4	1	1	0	0	1
26	2	5	4	1	0.75	3612	12643	3757	0	2	1	1	1	0	0
26	54	52	1	1	0	2153	11778	835	0	1	1	0	0	1	0
26	40	38	1	1	0	2043	9200	1257	1	1	1	1	0	0	1
26	11	13	2	0	-0.5	1940	12020	706	1	2	1	1	0	0	0
26	45	47	2	1	0.5	3181	7083	1695	1	2	1	1	0	0	1
26	33	36	2	1	0.5	4136	9048	1249	1	3	1	1	0	0	1
26	18	19	4	1	0.75	4013	6852	1400	1	3	1	1	0	0	1
26	42	45	1	1	0	1845	2299	467	1	4	1	1	0	0	1
26	39	37	1	1	0	3427	6265	888	1	2	1	1	0	0	1
26	22	25	4	0	-0.25	6410	12309	1179	0	2	1	1	1	0	0
26	28	28	2	0	-0.5	8361	9777	1248	0	2	1	0	0	1	0
26	49	49	2	0	-0.5	6959	4530	514	0	4	1	0	0	1	0
26	51	60	4	0	-0.25	14047	9819	452	0	1	1	1	1	0	0
26	43	44	1	1	0	3011	4355	938	0	2	1	0	0	1	0
26	10	3	4	0	-0.25	4745	1273	749	1	4	1	1	0	0	0
26	26	22	4	0	-0.25	14025	5816	1629	1	1	1	1	0	0	0
26	29	26	4	1	0.75	5571	3549	1173	1	2	1	1	0	0	1
26	19	20	1	1	0	1044	9118	938	0	1	1	0	0	1	0
26	44	42	4	1	0.75	7106	2365	476	1	4	1	1	0	0	1
26	17	15	1	1	0	1001	10191	710	1	1	1	1	0	0	1
26	3	7	2	0	-0.5	3554	7798	1059	1	2	1	1	0	0	0
26	53	59	4	0	-0.25	5439	6483	1356	1	3	1	1	0	0	0
